"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","حفظ الوثائق وترميمها","تراث وعلم الآثار","Diplôme National en Licence",1,9,10
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","دراسات قرانية معاصرة","الحضارة الإسلامية","Mastère de recherche",7,9,16
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","علوم القرآن و الحديث","الحضارة الإسلامية","Diplôme National en Licence",7,10,17
"UNIVERSITE EZZITOUNA","Institut Supérieur des Sciences Islamiques de Kairouan","Lettres","الأديان المقارنة وحوار الحضارات","الحضارة الإسلامية","Diplôme National en Licence",8,21,29
"UNIVERSITE EZZITOUNA","Institut Supérieur des Sciences Islamiques de Kairouan","Lettres","الدراسات الإسلامية","الحضارة الإسلامية","Diplôme National en Licence",7,18,25
"UNIVERSITE EZZITOUNA","Institut Supérieur des Sciences Islamiques de Kairouan","Lettres","الفقه المقارن والقانون","الحضارة الإسلامية","Diplôme National en Licence",10,13,23
"UNIVERSITE DE KAIROUAN","Institut Supérieur d'Informatique et de Gestion de Kairouan","Sciences  informatique et multimédia","إعلامية التصرف","إعلامية تصرف","Diplôme National en Licence",2,16,18
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Appliquées en Sciences Humaines de Sbeïtla","Formation des formateurs et sciences de l’éducation","التربية و التعليم","علوم التربية","Diplôme National en Licence",42,208,250
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Appliquées en Sciences Humaines de Sbeïtla","Lettres","انقليزية مطبقة","آداب إنقليزية","Diplôme National en Licence",4,13,17
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Appliquées en Sciences Humaines de Sbeïtla","Services aux particuliers","تنشيط سياحي","سياحة","Diplôme National en Licence",12,26,38
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Juridiques et Politiques de Kairouan","Droit","القانون","قانون خاص وعلوم إجرامية","Diplôme National en Licence",26,140,166
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Juridiques et Politiques de Kairouan","Droit","القانون","قانون خاص وعلوم إجرامية","Mastère de recherche",15,25,40
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Juridiques et Politiques de Kairouan","Droit","القانون الإداري والجبائي","قانون خاص وعلوم إجرامية","Mastère professionnel",3,26,29
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Juridiques et Politiques de Kairouan","Droit","قانون الشؤون العقارية","قانون خاص وعلوم إجرامية","Mastère professionnel",7,24,31
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Etudes Juridiques et Politiques de Kairouan","Droit","قانون المؤسسة و الأعمال","قانون خاص وعلوم إجرامية","Mastère professionnel",8,13,21
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Mathématiques et statistiques","رياضيات","الرياضيات","Diplôme National en Licence",5,7,12
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Mathématiques et statistiques","رياضيات","الرياضيات","Mastère de recherche",3,1,4
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Sciences  informatique et multimédia","علوم الاعلامية","إعلامية","Diplôme National en Licence",7,17,24
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Sciences  informatique et multimédia","علوم الاعلامية","إعلامية","Mastère professionnel",4,11,15
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Affaires commerciales et administratives","هندسة مالية","تصرف","Mastère professionnel",1,6,7
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Sciences  informatique et multimédia","هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء","إعلامية","Diplôme National en Licence",6,11,17
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan","Sciences  informatique et multimédia","هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء","إعلامية","Mastère professionnel",0,6,6
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine","Ingénierie et techniques apparentées","الإلكترونيك و الكهروتقنية و الآلية: الأنظمة الكهربائية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",5,4,9
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine","Ingénierie et techniques apparentées","الهندسة الميكانيكية : الطاقة","هندسة ميكانيكية","Diplôme National en Licence",2,2,4
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine","Sciences  informatique et multimédia","علوم الاعلامية","إعلامية","Diplôme National en Licence",9,6,15
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine","Ingénierie et techniques apparentées","هندسة الانظمة الصناعية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",3,5,8
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","آلية والإعلامية الصناعية","هندسة صناعية والكترونيك وآلية","Mastère de recherche",7,9,16
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","الإلكترونيك و الكهروتقنية و الآلية: الأنظمة الكهربائية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",6,15,21
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","الإلكترونيك و الكهروتقنية و الآلية: القياس و الادواتية و المترولوجيا","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",9,17,26
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","التحكم في النظم الصناعية","هندسة صناعية والكترونيك وآلية","Mastère professionnel",11,13,24
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","التصرف وصيانة الانظمة الصناعية","هندسة صناعية والكترونيك وآلية","Mastère professionnel",15,4,19
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Sciences  informatique et multimédia","نظم الإعلامية: النظم المحمولة و أنترنات الأشياء","إعلامية","Diplôme National en Licence",0,2,2
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","هندسة طاقية: الطاقات المتجددة","هندسة موارد بيئية","Diplôme National en Licence",9,22,31
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","هندسة ميكانيكية","هندسة ميكانيكية","Diplôme National en Licence",56,40,96
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan","Ingénierie et techniques apparentées","هندسة ميكانيكية","هندسة ميكانيكية","Mastère professionnel",13,7,20
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","التصميم","فنون وحرف","Licence appliquée",2,4,6
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","التصميم لخدمة التنمية المستديمة","فنون وحرف","Mastère professionnel",0,9,9
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Diplôme National en Licence",3,27,30
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Mastère professionnel",2,8,10
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","تصميم منتوج","فنون وحرف","Diplôme National en Licence",4,3,7
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kasserine","Arts","فنون تشكيلية","الفن التشكيلي","Diplôme National en Licence",0,10,10
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","تصميم الصورة:اشهار خطي/رسم اباني و شريط مصور","فنون وحرف","Diplôme National en Licence",2,11,13
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Diplôme National en Licence",2,18,20
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Mastère professionnel",1,5,6
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","تصميم منتوج","فنون وحرف","Diplôme National en Licence",1,6,7
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","تصميم منتوج: ابتكار حرفي/ابتكار صناعي","فنون وحرف","Diplôme National en Licence",1,9,10
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","خزف","الفن التشكيلي","Diplôme National en Licence",1,6,7
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Kairouan","Arts","فنون مرئية: فن وتواصل(تواصل سمعي بصري)","الفن التشكيلي","Mastère professionnel",1,3,4
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Sidi Bouzid","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Diplôme National en Licence",6,17,23
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Sidi Bouzid","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Mastère professionnel",1,3,4
"UNIVERSITE DE KAIROUAN","Institut Supérieur des Arts et Métiers de Sidi Bouzid","Arts","تصميم المنتوج: ابتكار صناعي","فنون وحرف","Diplôme National en Licence",2,10,12
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","آثار","تراث وعلم الآثار","Diplôme National en Licence",6,8,14
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","أنساق التفكير الفلسفي:منهجيته ورهاناته","فلسفة","Mastère de recherche",11,6,17
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","الآثار والفنون الاسلامية","تراث وعلم الآثار","Mastère de recherche",5,4,9
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","الترجمة واللغات","ترجمة ولغات مطبقة","Diplôme National en Licence",2,11,13
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","السياحة الثقافية المستدامة و تثمين التراث الأثري و الطبيعي","تراث وعلم الآثار","Mastère professionnel",4,6,10
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","اللغة و الآداب والحضارة الإنقليزية","آداب إنقليزية","Diplôme National en Licence",16,61,77
"UNIVERSITE DE KAIROUAN","Faculté des Lettres et des Sciences Humaines de Kairouan","Lettres","اللغة و الأداب و الحضارة الفرنسية","آداب فرنسية","Diplôme National en Licence",9,19,28
